SiteID,1243941,Site Timezone,-6,Data Timezone,-6,Longitude,-96.8579406738,Latitude,33.0436172485
Year,Month,Day,Hour,Minute,power - DEPRECATED,wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 100m (C),air pressure at 100m (Pa),density - DEPRECATED
2011,1,13,4,30,N/A,98.92,1.44,-3.36,100270,N/A
2011,1,13,5,30,N/A,110.16,1.53,-3.49,100250,N/A
2011,1,13,6,30,N/A,121.73,1.98,-3.77,100230,N/A
2011,1,13,7,30,N/A,137.87,2.2800000000000002,-3.98,100220,N/A
2011,1,13,8,30,N/A,142.5,2.8000000000000003,-3.95,100200,N/A
2011,1,13,9,30,N/A,159.61,2.49,-3.25,100180,N/A
2011,1,13,10,30,N/A,156.6,2.94,-2.5300000000000002,100150,N/A
2011,1,13,11,30,N/A,165.94,2.8000000000000003,-1.76,100070,N/A
2011,1,13,12,30,N/A,168.28,3.21,-0.85,100010,N/A
2011,1,13,13,30,N/A,165.38,3.71,0.02,99950,N/A
2011,1,13,14,30,N/A,161.21,4.07,0.84,99870,N/A
2011,1,13,15,30,N/A,163.67000000000002,4.78,1.62,99790,N/A
2011,1,13,16,30,N/A,161.78,5.6000000000000005,1.8800000000000001,99720,N/A
2011,1,13,17,30,N/A,166.43,7.7,1.85,99660,N/A
2011,1,13,18,30,N/A,166.54,7.84,1.73,99630,N/A
2011,1,13,19,30,N/A,168.26,8.55,1.73,99590,N/A
2011,1,13,20,30,N/A,171.5,8.56,1.07,99560,N/A
2011,1,13,21,30,N/A,179.92000000000002,8,0.89,99520,N/A
2011,1,13,22,30,N/A,187.22,7.640000000000001,0.55,99480,N/A
2011,1,13,23,30,N/A,191.51,8.09,0.05,99450,N/A
2011,1,14,0,30,N/A,193.02,8.05,-0.4,99420,N/A
2011,1,14,1,30,N/A,191.9,8.370000000000001,-0.36,99400,N/A
2011,1,14,2,30,N/A,192.42000000000002,8.09,-0.37,99360,N/A
2011,1,14,3,30,N/A,191.68,8.1,-0.38,99310,N/A
2011,1,14,4,30,N/A,192.55,8.13,-0.2,99260,N/A
2011,1,14,5,30,N/A,185.03,7.86,0.1,99230,N/A
2011,1,14,6,30,N/A,180.39000000000001,8.27,0.9400000000000001,99230,N/A
2011,1,14,7,30,N/A,172.4,7.74,1.04,99210,N/A
2011,1,14,8,30,N/A,170.85,7.57,1.01,99220,N/A
2011,1,14,9,30,N/A,171.87,6.82,1.22,99230,N/A
2011,1,14,10,30,N/A,166.39000000000001,6.11,1.21,99230,N/A
2011,1,14,11,30,N/A,166.85,5.98,1.37,99200,N/A
2011,1,14,12,30,N/A,161.65,5.79,1.6,99190,N/A
2011,1,14,13,30,N/A,161.51,5.62,2,99170,N/A
2011,1,14,14,30,N/A,158.9,5.7,2.27,99140,N/A
2011,1,14,15,30,N/A,157.14000000000001,6.15,2.44,99140,N/A
2011,1,14,16,30,N/A,151.98,6.08,2.34,99110,N/A
2011,1,14,17,30,N/A,147.51,6.44,2.37,99120,N/A
2011,1,14,18,30,N/A,149.98,6.5,2.33,99130,N/A
2011,1,14,19,30,N/A,144.94,6.95,2.41,99150,N/A
2011,1,14,20,30,N/A,147.45000000000002,6.43,2.02,99170,N/A
